Name,Titulares,NUMERODECLARACIONES,NUMEROHABITANTES,POSICIONAMIENTORENTA BRUTA MEDIANIVELNACIONAL,POSICIONAMIENTORENTA BRUTA MEDIANIVELAUTONÓMICO,RENTA BRUTA MEDIA,RENTA BRUTA MEDIANA,RENTA DISPONIBLEMEDIA,RENTA DISPONIBLEMEDIANA
Valle de Mena-09410,2.165,1.923,4.140,791,49,28.945,24.349,23.508,20.574
Medina de Pomar-09209,3.597,3.201,5.997,1.046,73,27.032,22.053,22.341,19.053
Salas de los Infantes-09330,1.185,1.081,1.984,1.253,101,25.856,22.260,21.567,19.215
Villarcayo de Merindad de Castilla la Vieja-09903,2.428,2.171,4.047,1.364,119,25.281,21.667,21.021,18.666
Briviesca-09056,4.493,4.047,6.560,1.380,121,25.228,22.226,21.058,19.025
Lerma-09194,1.550,1.427,2.556,1.462,133,24.801,20.894,20.651,18.165
Belorado-09048,1.067,969,1.834,1.582,150,24.109,19.996,20.158,17.625
Villadiego-09427,765,702,1.455,1.706,171,23.573,19.534,19.936,17.628
Roa-09321,1.412,1.266,2.244,1.727,173,23.476,19.596,19.716,17.449
Espinosa de los Monteros-09124,894,804,1.648,1.933,192,22.553,18.951,19.165,17.211
Pradoluengo-09274,623,571,1.070,2.217,226,21.137,18.162,18.018,16.289
Melgar de Fernamental-09211,843,765,1.513,2.250,228,20.934,18.684,17.999,16.790
Quintanar de la Sierra-09289,896,804,1.513,2.301,230,20.725,17.667,18.021,16.431
Agrupación municipios pequeños-09,30.585,27.761,62.409,-,-,25.231,20.975,21.091,18.379
León,282.701,253.135,446.445,,,27.838,22.999,22.924,19.783
Sariegos-24163,3.486,3.200,5.444,85,3,40.089,30.930,31.265,25.240
León-24089,88.420,80.773,122.243,475,24,31.429,26.117,25.453,22.108
Valdefresno-24175,1.345,1.232,2.335,507,27,31.104,24.362,24.894,20.680
Villaquilambre-24222,12.369,11.367,18.647,770,48,29.093,24.396,23.685,20.613
Congosto-24057,807,696,1.425,792,50,28.935,23.001,23.995,20.082
Ponferrada-24115,42.415,37.705,62.994,936,60,27.776,23.089,22.794,19.821
Villablino-24202,5.473,4.391,7.709,944,61,27.746,26.436,23.013,22.369
Onzonilla-24105,1.098,995,1.942,951,63,27.687,21.918,22.992,18.967
Garrafe de Torío-24076,781,723,1.640,984,65,27.482,23.339,22.566,20.143
Cuadros-24061,1.105,1.005,2.090,1.003,67,27.319,22.912,22.442,19.616
Igüeña-24083,539,444,1.049,1.022,69,27.206,25.445,22.676,21.770
Vegas del Condado-24201,519,476,1.154,1.027,70,27.166,22.221,22.572,19.140
"Robla, La-24134",2.325,1.941,3.605,1.065,76,26.914,23.919,22.217,20.452
San Andrés del Rabanedo-24142,19.961,17.986,29.884,1.093,79,26.742,23.149,22.125,19.800
Valverde de la Virgen-24189,4.510,4.144,7.806,1.142,85,26.469,22.789,21.929,19.531
Fabero-24070,2.614,2.152,4.061,1.148,86,26.430,24.422,22.354,20.902
"Pola de Gordón, La-24114",1.604,1.340,2.842,1.152,87,26.416,24.414,22.090,20.954
Villadangos del Páramo-24205,611,565,1.235,1.185,89,26.255,19.793,21.598,17.570
Villamañán-24212,549,489,1.076,1.191,90,26.227,19.997,21.910,17.796
Villasabariego-24225,646,590,1.148,1.218,97,26.059,21.780,21.613,18.743
Astorga-24008,6.856,6.131,10.308,1.263,103,25.792,21.538,21.533,18.609
Bembibre-24014,5.356,4.526,8.158,1.299,108,25.661,23.296,21.601,20.058
Cabañas Raras-24027,805,681,1.302,1.306,109,25.624,22.114,21.524,19.437
Castropodame-24049,914,775,1.574,1.315,112,25.587,22.087,21.594,18.914
Toreno-24169,1.858,1.528,2.855,1.323,114,25.542,24.066,21.551,20.667
Soto de la Vega-24166,862,775,1.493,1.337,116,25.451,19.317,21.169,17.332
Cubillos del Sil-24064,947,829,1.719,1.361,118,25.299,22.450,21.207,19.250
Valencia de Don Juan-24188,3.108,2.740,5.094,1.387,122,25.197,20.993,21.029,18.227
Santovenia de la Valdoncina-24162,1.221,1.108,2.064,1.419,125,25.010,21.607,20.905,18.399
Torre del Bierzo-24170,1.116,930,1.968,1.425,126,24.991,23.048,21.083,19.706
Santa María del Páramo-24157,1.915,1.722,2.999,1.433,128,24.954,19.888,20.623,17.645
Páramo del Sil-24110,657,537,1.169,1.466,134,24.786,23.276,21.015,20.232
Carracedelo-24038,2.024,1.782,3.423,1.494,140,24.596,21.576,20.739,18.663
Vega de Espinareda-24196,1.308,1.114,2.007,1.521,141,24.434,22.023,20.810,19.073
Villaturiel-24227,950,869,1.838,1.533,142,24.341,19.856,20.465,17.704
Matallana de Torío-24098,663,576,1.228,1.574,149,24.163,21.892,20.398,19.001
San Justo de la Vega-24148,1.080,983,1.775,1.583,151,24.098,19.656,20.564,17.555
Cacabelos-24030,2.989,2.614,4.735,1.597,154,24.040,20.679,20.318,18.180
"Bañeza, La-24010",6.382,5.706,10.023,1.638,158,23.874,20.310,20.094,17.668
Cistierna-24056,1.712,1.496,2.905,1.641,159,23.863,20.711,20.163,18.225
Sabero-24137,563,475,1.021,1.650,162,23.832,21.743,20.327,18.646
Villarejo de Órbigo-24223,1.725,1.548,2.873,1.690,169,23.651,19.736,19.965,17.530
Camponaraya-24034,2.450,2.166,4.104,1.697,170,23.611,21.252,19.995,18.402
Benavides-24015,1.333,1.183,2.342,1.740,174,23.429,19.725,19.873,17.613
Villafranca del Bierzo-24209,1.479,1.328,2.659,1.762,177,23.313,20.133,19.740,17.741
Chozas de Abajo-24065,1.560,1.407,2.678,1.845,182,22.943,20.625,19.531,18.078
Puente de Domingo Flórez-24122,815,723,1.385,1.903,188,22.652,21.325,19.453,18.775
Laguna de Negrillos-24088,509,460,1.046,1.910,190,22.614,17.709,19.294,16.132
Sahagún-24139,1.431,1.288,2.398,1.945,195,22.508,18.802,19.260,16.898
Boñar-24021,962,847,1.766,1.950,197,22.496,19.265,19.256,17.079
Santa Elena de Jamuz-24154,512,445,1.015,1.972,198,22.365,17.752,18.901,16.348
Toral de los Vados-24206,1.040,913,1.753,1.978,199,22.327,19.581,19.196,17.615
Mansilla de las Mulas-24094,961,849,1.663,2.022,204,22.082,18.693,18.863,16.785
Carrizo-24039,1.410,1.271,2.222,2.079,208,21.849,18.880,18.623,16.937
Santa Marina del Rey-24159,977,859,1.745,2.084,209,21.834,18.194,18.788,16.781
Valdepolo-24180,560,516,1.215,2.110,217,21.713,17.749,18.563,16.369
Valderas-24181,913,768,1.489,2.282,229,20.823,17.006,18.091,15.853
Bustillo del Páramo-24026,604,541,1.057,2.420,236,20.085,17.190,17.525,16.141
Agrupación municipios pequeños-24,28.997,25.912,63.048,-,-,23.645,18.142,20.025,16.638
Palencia,102.463,91.814,158.115,,,27.372,23.022,22.637,19.797
Grijota-34079,1.779,1.616,2.789,392,16,32.345,26.742,26.020,22.347
Villalobón-34217,1.219,1.120,1.900,557,30,30.619,26.329,24.916,22.085
Palencia-34120,53.788,48.584,76.738,725,43,29.387,24.771,24.075,21.065
Aguilar de Campoo-34004,4.810,4.453,6.823,981,64,27.500,23.280,22.527,19.847
Villamuriel de Cerrato-34225,4.190,3.719,6.508,1.087,78,26.807,23.879,22.281,20.227
Saldaña-34157,1.952,1.739,2.869,1.209,95,26.120,20.634,21.638,18.050
Osorno la Mayor-34901,726,649,1.190,1.210,96,26.112,20.804,21.798,18.202
Venta de Baños-34023,4.141,3.638,6.331,1.231,98,25.979,23.222,21.718,19.919
Velilla del Río Carrión-34199,624,526,1.129,1.259,102,25.831,22.631,21.446,19.452
Guardo-34080,3.873,3.337,5.548,1.310,111,25.617,22.417,21.437,19.115
Magaz de Pisuerga-34098,710,645,1.031,1.377,120,25.235,22.797,21.001,19.367
Dueñas-34069,1.639,1.449,2.587,1.448,132,24.880,22.297,20.926,19.134
Astudillo-34017,525,470,1.039,1.480,136,24.704,19.991,20.708,17.824
Barruelo de Santullán-34027,626,572,1.160,1.593,153,24.059,21.249,20.313,18.412
Herrera de Pisuerga-34083,1.164,1.037,1.898,1.644,160,23.856,20.173,20.213,17.849
Cervera de Pisuerga-34056,1.450,1.328,2.284,1.680,166,23.705,20.580,19.950,18.004
Carrión de los Condes-34047,1.254,1.120,1.999,1.906,189,22.636,19.398,19.310,17.331
Baltanás-34022,784,675,1.228,2.053,206,21.929,19.016,18.826,17.087
Paredes de Nava-34123,1.083,959,1.911,2.085,210,21.832,18.276,18.577,16.681
Agrupación municipios pequeños-34,16.126,14.178,31.153,-,-,22.973,18.747,19.553,17.030
Salamanca,204.810,182.711,327.685,,,27.467,22.024,22.615,19.057
Cabrerizos-37067,2.653,2.430,4.226,227,6,34.931,28.215,27.858,23.670
Aldeatejada-37023,1.764,1.665,2.587,315,9,33.347,28.077,26.633,23.439
Carrascal de Barregas-37087,882,828,1.439,320,10,33.226,27.966,26.618,23.391
Carbajosa de la Sagrada-37085,4.740,4.366,7.636,322,11,33.200,25.207,26.554,21.361
Villamayor-37354,4.910,4.490,7.669,351,13,32.797,25.132,26.229,21.092
Santa Marta de Tormes-37294,9.827,8.809,14.726,431,20,31.816,24.175,25.566,20.490
Monterrubio de Armuña-37202,852,771,1.331,658,39,29.966,24.988,24.183,21.565
Salamanca-37274,99.743,90.031,144.866,688,40,29.743,24.094,24.247,20.643
Villares de la Reina-37362,4.334,3.931,6.723,799,51,28.908,23.368,23.660,19.934
Doñinos de Salamanca-37117,1.329,1.219,2.209,856,53,28.441,23.380,23.277,20.250
Fuentes de Oñoro-37140,459,395,1.009,890,55,28.131,21.048,23.031,17.963
Pelabravo-37240,784,701,1.366,987,66,27.441,21.725,22.636,18.901
San Cristóbal de la Cuesta-37278,766,697,1.143,1.030,71,27.150,21.409,22.116,18.763
Castellanos de Moriscos-37092,1.913,1.777,3.051,1.202,91,26.177,22.319,21.699,19.413
Guijuelo-37156,3.538,3.123,5.508,1.207,94,26.144,21.895,21.447,18.581
Alba de Tormes-37008,3.195,2.778,5.122,1.560,146,24.241,20.024,20.303,17.495
Calvarrasa de Abajo-37069,717,653,1.201,1.779,178,23.266,19.451,19.727,17.078
Ciudad Rodrigo-37107,7.868,6.830,11.846,1.804,179,23.138,19.361,19.602,17.170
Vitigudino-37376,1.595,1.379,2.361,1.840,181,22.972,19.614,19.365,17.500
Béjar-37046,7.516,6.632,11.957,1.877,185,22.783,19.357,19.331,17.281
Aldeadávila de la Ribera-37014,505,446,1.120,1.888,187,22.726,18.808,19.366,16.891
Terradillos-37322,1.790,1.597,3.220,1.942,194,22.515,19.801,19.092,17.367
Peñaranda de Bracamonte-37246,3.796,3.277,6.063,1.988,201,22.299,18.995,18.949,16.985
"Alberca, La-37010",542,494,1.045,2.093,211,21.788,19.384,18.582,17.063
"Fuente de San Esteban, La-37135",715,630,1.279,2.102,214,21.751,18.542,18.658,16.506
Villoria-37374,717,604,1.258,2.107,216,21.727,17.885,18.521,16.413
Ledesma-37170,860,755,1.517,2.161,223,21.491,18.575,18.398,16.743
Lumbrales-37173,890,774,1.510,2.328,232,20.563,17.122,17.824,15.942
Macotera-37174,553,475,1.001,2.660,240,18.514,16.465,16.420,15.469
Agrupación municipios pequeños-37,35.057,30.154,71.696,-,-,20.909,17.478,18.011,16.185
Segovia,94.921,85.904,156.788,,,28.128,22.792,23.115,19.557
"Lastrilla, La-40112",2.846,2.630,4.697,214,5,35.109,28.093,27.943,23.267
Trescasas-40207,712,670,1.105,262,7,34.288,30.140,27.366,24.777
Palazuelos de Eresma-40155,3.942,3.690,5.968,328,12,33.115,27.764,26.570,23.120
Torrecaballeros-40203,969,912,1.496,424,19,31.886,25.808,25.612,21.843
Segovia-40194,33.208,30.302,51.525,612,34,30.219,24.908,24.639,21.153
Real Sitio de San Ildefonso-40181,3.265,2.968,5.205,755,46,29.179,24.771,23.846,20.930
San Cristóbal de Segovia-40906,2.000,1.847,3.153,823,52,28.681,24.636,23.292,20.632
Valverde del Majano-40216,640,596,1.126,916,58,27.941,24.156,23.021,20.370
"Espinar, El-40076",5.796,5.169,10.145,945,62,27.737,22.736,22.794,19.546
Espirdo-40077,1.018,970,1.607,1.008,68,27.299,22.970,22.527,19.675
Turégano-40208,528,465,1.017,1.048,74,27.015,20.645,22.137,17.909
Cantalejo-40040,2.113,1.818,3.558,1.125,83,26.524,20.227,22.069,18.006
Hontanares de Eresma-40101,996,938,1.662,1.205,92,26.146,22.813,21.835,19.491
Cuéllar-40063,5.959,5.341,9.530,1.273,104,25.762,20.325,21.330,17.851
Carbonero el Mayor-40043,1.465,1.322,2.502,1.276,105,25.749,21.545,21.568,18.579
Riaza-40170,1.139,1.022,2.144,1.288,106,25.708,20.133,21.265,17.707
Bernuy de Porreros-40031,691,654,1.247,1.307,110,25.624,22.353,21.241,19.017
Cantimpalos-40041,798,723,1.427,1.434,129,24.953,20.915,20.783,17.929
Navas de Oro-40145,765,675,1.274,1.435,130,24.944,19.664,20.765,17.547
Coca-40057,985,877,1.703,1.482,137,24.672,20.674,20.746,17.974
Sanchonuño-40179,571,520,1.027,1.547,144,24.287,20.130,20.424,17.713
Nava de la Asunción-40138,1.688,1.505,2.787,1.607,155,23.987,19.744,20.047,17.503
Ayllón-40024,686,602,1.105,1.625,156,23.920,19.538,20.084,17.299
Villacastín-40225,857,760,1.525,1.812,180,23.069,20.893,19.686,18.043
Navalmanzano-40141,682,605,1.044,2.071,207,21.867,19.039,18.525,16.941
Agrupación municipios pequeños-40,20.602,18.323,37.209,-,-,24.972,19.960,20.926,17.709
Soria,57.989,53.786,90.142,,,27.755,23.302,22.872,19.922
Golmayo-42095,1.807,1.712,3.059,398,17,32.262,26.907,25.981,22.331
Soria-42173,29.808,28.094,40.750,608,33,30.254,25.144,24.616,21.216
Agreda-42004,2.084,1.913,3.094,1.096,80,26.734,23.234,22.168,19.811
Almazán-42020,3.570,3.239,5.476,1.102,81,26.686,22.481,22.077,19.383
Olvega-42134,2.426,2.259,3.838,1.127,84,26.520,24.269,22.037,20.669
Burgo de Osma-Ciudad de Osma-42043,3.119,2.864,5.204,1.206,93,26.145,23.123,21.793,19.642
San Esteban de Gormaz-42162,1.939,1.756,2.935,1.485,138,24.663,21.302,20.629,18.470
San Leonardo de Yagüe-42164,1.150,1.034,1.949,1.568,147,24.197,20.719,20.630,18.058
Arcos de Jalón-42025,874,770,1.545,1.925,191,22.575,19.437,19.256,17.353
Duruelo de la Sierra-42078,639,561,1.026,2.097,212,21.770,17.460,18.597,16.413
Covaleda-42069,1.054,927,1.574,2.348,234,20.422,17.089,17.837,16.161
Agrupación municipios pequeños-42,9.519,8.657,19.692,-,-,22.921,18.455,19.486,16.951
Valladolid,352.312,314.388,525.398,,,30.371,24.400,24.667,20.822
Simancas-47161,3.517,3.230,5.538,47,1,44.067,34.377,33.898,28.098
Boecillo-47023,2.769,2.553,4.357,60,2,42.727,29.362,33.239,24.302
Arroyo de la Encomienda-47010,14.162,13.294,22.268,295,8,33.732,28.447,26.916,23.521
Valladolid-47186,215.170,192.143,300.618,441,21,31.751,25.591,25.655,21.770
Renedo de Esgueva-47133,2.503,2.288,3.972,461,23,31.574,26.524,25.478,22.550
Zaratán-47231,4.046,3.734,6.383,511,28,31.052,26.222,24.981,22.127
Viana de Cega-47193,1.383,1.258,2.292,598,31,30.306,24.308,24.476,20.510
Laguna de Duero-47076,15.006,13.294,22.907,618,35,30.182,25.255,24.596,21.328
Aldeamayor de San Martín-47007,4.144,3.798,6.163,646,37,30.030,25.320,24.497,21.361
Fuensaldaña-47066,1.375,1.280,2.137,691,41,29.726,25.424,24.161,21.582
Cistérniga-47052,6.037,5.462,9.281,733,44,29.336,25.303,23.964,21.378
Tordesillas-47165,5.729,5.118,8.638,883,54,28.175,20.762,23.081,18.171
Villanubla-47217,1.742,1.609,2.915,913,57,27.961,23.984,23.018,20.308
Tudela de Duero-47175,5.604,5.008,8.786,1.031,72,27.150,22.949,22.409,19.602
Portillo-47122,1.533,1.323,2.368,1.064,75,26.918,22.340,22.209,19.219
Cabezón de Pisuerga-47027,2.426,2.188,3.895,1.080,77,26.843,23.456,22.280,19.859
Peñafiel-47114,3.141,2.789,5.188,1.103,82,26.676,21.393,22.080,18.685
Mojados-47090,2.027,1.806,3.393,1.164,88,26.329,22.551,21.796,19.197
Cigales-47050,3.358,3.016,5.364,1.249,99,25.888,22.756,21.559,19.432
Santovenia de Pisuerga-47155,2.866,2.598,4.703,1.320,113,25.574,22.390,21.354,19.127
Olmedo-47104,2.173,1.935,3.564,1.328,115,25.510,22.396,21.313,19.096
Villanueva de Duero-47218,727,618,1.258,1.404,123,25.094,22.008,20.976,18.637
Iscar-47075,3.805,3.292,6.396,1.410,124,25.060,20.113,20.867,17.718
Medina del Campo-47085,12.897,11.289,20.097,1.430,127,24.965,20.961,20.833,18.225
Medina de Rioseco-47086,2.866,2.496,4.537,1.443,131,24.918,20.979,20.787,18.276
"Pedraja de Portillo, La-47111",709,595,1.175,1.468,135,24.779,22.221,20.640,19.204
Rueda-47139,652,575,1.103,1.542,143,24.304,20.720,20.470,17.893
Villabrágima-47197,554,465,1.048,1.554,145,24.264,19.279,20.287,17.353
Valdestillas-47182,981,851,1.612,1.588,152,24.083,21.067,20.290,18.309
"Seca, La-47158",609,534,1.013,1.631,157,23.891,20.301,20.169,18.166
Serrada-47159,723,612,1.109,1.649,161,23.835,18.841,20.086,17.037
Traspinedo-47173,614,540,1.240,1.659,163,23.795,21.559,20.084,18.573
Matapozuelos-47082,572,496,1.015,1.669,165,23.759,19.832,20.034,17.549
Campaspero-47030,597,522,1.004,1.708,172,23.563,18.539,19.926,16.986
Pedrajas de San Esteban-47112,2.085,1.783,3.406,1.759,176,23.322,19.251,19.661,17.069
Villalón de Campos-47214,929,811,1.496,1.947,196,22.501,18.551,19.296,16.863
Mayorga-47084,741,666,1.409,2.130,219,21.637,17.688,18.572,16.262
Alaejos-47004,713,602,1.407,2.215,225,21.177,18.676,18.287,16.615
Nava del Rey-47101,1.066,894,1.925,2.343,233,20.456,18.489,17.634,16.763
Agrupación municipios pequeños-47,19.761,17.023,38.418,-,-,23.520,18.752,19.826,16.952
Zamora,102.829,90.813,165.832,,,24.552,20.009,20.559,17.688
Morales del Vino-49127,1.823,1.673,3.085,604,32,30.270,24.866,24.583,20.891
San Cristóbal de Entreviñas-49187,848,725,1.318,905,56,28.014,17.570,23.195,16.187
Zamora-49275,43.188,38.887,59.506,921,59,27.916,23.426,22.928,20.056
Puebla de Sanabria-49166,843,765,1.366,1.250,100,25.885,21.456,21.405,18.579
Roales-49178,655,600,1.022,1.343,117,25.409,22.054,21.058,18.509
Moraleja del Vino-49125,1.072,957,1.806,1.493,139,24.611,20.944,20.484,18.089
Benavente-49021,11.340,10.010,17.246,1.572,148,24.182,20.256,20.243,17.722
Villaralbo-49261,1.084,976,1.805,1.665,164,23.783,20.415,20.056,17.690
Toro-49219,5.298,4.638,8.369,1.682,167,23.694,19.376,19.940,17.211
Bermillo de Sayago-49023,517,459,1.026,2.007,202,22.176,17.448,18.812,15.995
Coreses-49053,563,486,1.037,2.010,203,22.161,18.448,18.935,16.557
Galende-49085,593,525,1.024,2.101,213,21.752,18.001,18.733,16.191
Santa Cristina de la Polvorosa-49200,550,484,1.027,2.127,218,21.648,18.916,18.550,16.985
Alcañices-49003,564,503,1.061,2.155,221,21.525,18.470,18.386,16.654
Villalpando-49250,787,670,1.399,2.156,222,21.520,17.735,18.556,16.318
Fuentesaúco-49081,958,809,1.606,2.184,224,21.351,18.221,18.247,16.547
Fermoselle-49065,623,549,1.149,2.528,239,19.524,16.732,17.144,15.544
Agrupación municipios pequeños-49,31.523,27.097,60.980,-,-,20.049,16.637,17.408,15.641
Castilla-La Mancha,1.220.312,1.066.343,2.098.799,,,26.399,21.629,21.824,18.746
Albacete,233.400,204.739,388.599,,,26.109,21.022,21.580,18.367
Albacete-02003,109.259,98.166,174.137,594,19,30.328,24.693,24.500,20.956
Chinchilla de Monte-Aragón-02029,2.650,2.358,4.626,1.405,75,25.083,22.065,20.856,18.666
Almansa-02009,13.485,11.958,24.281,1.439,79,24.933,19.785,20.681,17.453
Villarrobledo-02081,14.483,12.229,25.262,1.514,86,24.469,20.644,20.454,18.069
"Gineta, La-02035",1.519,1.325,2.635,1.543,91,24.303,19.829,20.390,17.488
Higueruela-02039,696,596,1.142,1.657,101,23.799,18.841,20.208,16.976
"Roda, La-02069",9.671,8.097,15.610,1.662,102,23.788,19.708,19.997,17.605
Madrigueras-02045,2.886,2.485,4.658,1.752,114,23.377,19.448,19.614,17.339
Pozo Cañada-02901,1.537,1.270,2.692,1.791,120,23.215,20.367,19.618,17.921
Caudete-02025,5.816,4.984,10.249,1.894,138,22.695,19.233,19.171,17.228
Balazote-02012,1.439,1.269,2.379,1.919,144,22.589,18.582,19.121,16.850
Valdeganga-02075,1.158,983,1.961,1.929,145,22.570,18.783,19.313,16.769
Casas-Ibáñez-02024,2.760,2.401,4.591,1.985,154,22.304,18.744,18.979,17.038
San Pedro-02071,620,554,1.185,2.027,162,22.066,17.828,18.667,16.207
Alcaraz-02008,740,641,1.304,2.040,166,21.988,18.864,18.938,16.825
Ossa de Montiel-02057,1.371,1.190,2.216,2.068,169,21.874,17.793,18.654,16.216
Hellín-02037,16.985,14.816,30.812,2.077,170,21.852,17.996,18.568,16.406
Tarazona de la Mancha-02073,3.787,3.100,6.117,2.089,173,21.804,17.453,18.534,16.088
Peñas de San Pedro-02060,567,503,1.466,2.140,181,21.584,18.596,18.463,16.839
Elche de la Sierra-02030,2.092,1.813,3.596,2.141,182,21.582,18.282,18.504,16.600
Barrax-02015,1.074,916,1.864,2.218,193,21.136,18.384,18.041,16.406
Casas de Juan Núñez-02021,777,653,1.361,2.220,195,21.135,18.009,18.255,16.540
Riópar-02067,770,661,1.353,2.255,199,20.913,16.737,18.107,15.586
Tobarra-02074,4.574,3.858,7.947,2.268,203,20.853,17.348,17.781,15.995
Fuentealbilla-02034,1.090,925,1.799,2.310,210,20.668,17.049,17.866,15.847
Pozohondo-02063,958,789,1.553,2.340,218,20.461,16.986,17.924,15.875
Mahora-02046,835,719,1.465,2.344,219,20.454,17.644,17.842,16.322
"Bonillo, El-02019",1.662,1.429,2.624,2.352,220,20.401,18.268,17.600,16.488
Alcalá del Júcar-02007,622,539,1.117,2.390,228,20.224,16.558,17.496,15.634
Liétor-02044,689,550,1.063,2.401,231,20.175,16.900,17.676,15.624
Lezuza-02043,777,662,1.305,2.422,234,20.083,16.591,17.263,15.473
Villalgordo del Júcar-02078,630,529,1.128,2.425,237,20.073,17.395,17.554,16.039
Montealegre del Castillo-02051,1.232,1.061,2.038,2.436,238,20.035,16.773,17.516,15.556
Alpera-02010,1.322,1.120,2.260,2.487,245,19.752,17.476,17.388,16.010
Fuente-Alamo-02033,1.536,1.262,2.417,2.498,247,19.681,16.798,17.209,15.633
Minaya-02048,839,703,1.387,2.507,250,19.637,16.537,17.243,15.732
Villamalea-02079,2.532,2.216,3.973,2.525,253,19.542,16.099,16.885,15.214
Ontur-02056,1.196,1.012,1.890,2.536,254,19.488,15.667,17.275,14.987
Yeste-02086,1.403,1.220,2.509,2.629,264,18.725,15.644,16.562,15.047
Munera-02053,2.229,1.886,3.395,2.642,265,18.626,16.449,16.331,15.479
Nerpio-02055,722,630,1.150,2.772,275,17.694,14.850,15.507,14.166
Cenizate-02026,738,635,1.160,2.780,276,17.585,15.596,15.624,14.700
Socovos-02072,992,825,1.662,2.785,277,17.480,15.530,15.746,14.868
Agrupación municipios pequeños-02,10.680,9.201,19.260,-,-,19.753,16.595,17.335,15.684
Ciudad Real,283.480,241.460,492.640,,,25.766,20.803,21.352,18.283
Ciudad Real-13034,47.436,43.000,75.909,376,10,32.554,27.710,26.051,23.021
Puertollano-13071,26.223,21.801,45.195,727,28,29.385,24.885,23.962,21.221
Poblete-13064,1.636,1.472,2.940,734,29,29.324,25.059,23.729,21.016
Alcázar de San Juan-13005,17.676,15.494,31.382,801,33,28.899,23.862,23.382,20.226
Argamasilla de Calatrava-13020,3.416,2.826,5.802,838,37,28.591,23.420,23.403,20.268
Manzanares-13053,10.117,8.701,17.745,991,42,27.410,23.271,22.561,19.847
Almodóvar del Campo-13015,3.645,2.958,5.706,1.036,45,27.137,22.197,22.509,19.562
Miguelturra-13056,9.195,8.047,15.834,1.084,46,26.825,22.668,22.074,19.416
