Municipality,Bank,Longitude,Latitude
Haría,Caixabank,-13.4996876,29.1463463
Las Palmas de Gran Canaria,BBVA,-15.4307144,28.1422867
Palencia,Unicaja Banco,-4.5313834,42.0096683
Fuenlabrada,BBVA,-3.7901337,40.2930074
Fuenlabrada,BBVA,-3.7952434,40.2831851
Sevilla,Caixabank,-5.9261684,37.4015254
Sevilla,Caja Rural,-5.9254496,37.4014827
Sevilla,Cajasol,-5.9258493,37.4014316
Tarragona,Banco Sabadell,1.2521078,41.1155807
Fuenlabrada,Ibercaja,-3.7975282,40.2798721
Madrid,Caixabank,-3.7114035,40.4330031
Granada,Banco Santander,-3.5942831,37.1619369
Barcelona,Banco Sabadell,2.1588452,41.3941482
Santiago de Compostela,Kutxabank,-8.5462141,42.8766745
Sotoserrano,Unicaja Banco,-6.0327941,40.4352237
Castejón de Sos,BBVA,0.4908375,42.5124263
Castejón de Sos,Bantierra,0.4904499,42.5124068
Castejón de Sos,Ibercaja,0.4903531,42.5123981
Jaca,Caja Rural de Aragón,-0.5512435,42.5692564
Jaca,Caixabank,-0.5502519,42.5695639
Potes,Unicaja Banco,-4.6205183,43.1548526
Potes,Caixabank,-4.6241198,43.1541232
Morón de la Frontera,Banco Santander,-5.4515967,37.122362
Alzira,Caixabank,-0.4298609,39.153121
Santo Tomé,Caixabank,-3.1005227,38.0283713
Torrevieja,Banco Santander,-0.6788244,37.9794773
Aspe,Caixabank,-0.7691431,38.3469702
Granada,Caja Rural,-3.6030157,37.1716311
San Miguel de Salinas,Caixabank,-0.7889875,37.9783591
Cadavedo,Banco Sabadell,-6.3897739,43.5447633
Cadavedo,Caja Rural,-6.3913421,43.5448489
Toledo,Unicaja Banco,-3.9453094,39.8674077
Toledo,Banco Santander,-3.9444358,39.867761
Guardamar del Segura,Banco Sabadell,-0.6548952,38.0909351
Utrera,Banco Santander,-5.791536,37.1916249
Castellón de la Plana,Cajamar,-0.0328725,39.9869809
Almoradí,Caixabank,-0.7922333,38.1095142
Almoradí,Banco Sabadell,-0.7919695,38.1089868
Almoradí,Banco Santander,-0.7909459,38.1091805
Almoradí,Caixabank,-0.7907892,38.1090008
Almoradí,BBVA,-0.7915697,38.1085217
Almoradí,Caja Rural Central,-0.7906858,38.1088788
Almoradí,Caixabank,-0.7906792,38.1101172
Dénia,Banco Santander,0.1104116,38.8410429
Santiago de Compostela,Santander,-8.5345911,42.8824935
Santiago de Compostela,Banco Santander,-8.5429679,42.8785414
Santiago de Compostela,Banco Santander,-8.5456314,42.8767363
Sant Joan de Vilatorrada,BBVA,1.805463,41.7446664
Tarifa,Caja Rural,-5.6047118,36.0146169
Bellaterra,Banco Sabadell,2.0898851,41.500988
Malaga,Banco Santander,-4.4096112,36.7203523
Rota,BBVA,-6.3632875,36.6246196
El Berrón,Caja Rural de Asturias,-5.7010779,43.3852405
Sotoserrano,Banco Santander,-6.0325078,40.4358422
Jaca,Ibercaja,-0.5488438,42.5713588
Guardamar del Segura,Caja Rural Central,-0.6540723,38.0904356
La Guardia de Jaén,CajaSur,-3.6920359,37.7426088
La Guardia de Jaén,Caja Rural de Jaén,-3.6926153,37.7425642
Oviedo/Uviéu,Caja Rural,-5.8617103,43.3556115
Zarautz,Banco Santander,-2.1750674,43.2858848
Madrid,Banco Santander,-3.6944765,40.3914286
Madrid,Banca Pueyo,-3.6983144,40.3971482
Madrid,BBVA,-3.6960173,40.3957157
Aínsa,Banco Santander,0.1408068,42.4147933
Santander,Unicaja Banco,-3.806289,43.4624366
Salas de los Infantes,Caixabank,-3.2881962,42.0221261
San Fernando de Henares,Kutxabank,-3.5334443,40.4260952
San Fernando de Henares,Cajamar,-3.5334504,40.4258193
Córdoba,Banco Santander,-4.7644276,37.8903674
Donostia / San Sebastián,Rural Kutxa,-1.9724864,43.3244535
Infiesto/L'Infiestu,BBVA,-5.3642156,43.3485112
Infiesto/L'Infiestu,Banco Santander,-5.3648336,43.3495498
Barcelona,Banco Santander,2.1978561,41.4031816
Pasaia,Kutxabank,-1.9127832,43.3229223
Figueres,Caixabank,2.9831719,42.2670489
Marbella,Unicaja Banco,-4.8911783,36.510271
Santurtzi,Kutxabank,-3.0326906,43.3285262
Fuentes de Oñoro,BBVA,-6.8216495,40.6043355
Fuentes de Oñoro,Unicaja Banco,-6.8225179,40.604098
San Claudio/San Cloyo,Caja Rural,-5.9174587,43.3595306
Santa Cruz de Tenerife,Triodos Bank,-16.2510431,28.4751707
Basauri,Kutxabank,-2.8848714,43.2367734
Jaén,Caja Rural de Jaén,-3.7903866,37.7771696
Jaén,CajaSur,-3.7908022,37.7772184
Jaén,Caixabank,-3.7892504,37.7731299
Jaén,Unicaja Banco,-3.7894099,37.763531
Jaén,Caja Rural,-3.790161,37.7622345
Jaén,Caixabank,-3.7949461,37.7775963
Jaén,Unicaja Banco,-3.7965625,37.7777478
Jaén,Banco Santander,-3.7872051,37.7677119
Jaén,CajaSur,-3.797894,37.7778719
Jaén,Caja Rural de Jaén,-3.7856794,37.7748162
Barruecopardo,Unicaja Banco,-6.6653696,41.0724424
Jaén,Banco Santander,-3.7880409,37.7680073
Jaén,CajaSur,-3.7883137,37.7676516
Jaén,Caixabank,-3.7901009,37.7661206
Jaén,Ibercaja,-3.788225,37.7665546
Jaén,Unicaja Banco,-3.787762,37.7671546
Badajoz,Banco Santander,-6.9815003,38.8666422
Burgos,BBVA,-3.6810607,42.3591675
San Claudio/San Cloyo,Unicaja Banco,-5.9180156,43.359026
Purullena,Caixabank,-3.1910622,37.3166416
Purullena,Caja Rural,-3.1910657,37.3169435
Badajoz,Banco Santander,-6.9732881,38.8758051
Badajoz,Barclays,-6.9737616,38.8751095
Badajoz,Caixabank,-6.9722868,38.8766013
Badajoz,Banco Santander,-6.9725161,38.8765764
Badajoz,BBVA,-6.9714041,38.8770841
Badajoz,Bankinter,-6.9704593,38.8765801
Los Corrales de Buelna,Unicaja Banco,-4.0690369,43.2604525
Los Corrales de Buelna,Banco Santander,-4.0688723,43.2594942
Badajoz,Caja Rural de Extremadura,-6.9848159,38.870378
Novelda,Caixabank,-0.7657654,38.3851328
Móstoles,Novanca,-3.8600235,40.3282612
Móstoles,Caixabank,-3.8605682,40.3282994
Benia de Onís,Caja Rural,-4.9699474,43.3346318
Lugo,Abanca,-7.557482,43.0117815
Badajoz,Ibercaja,-6.9726745,38.8741059
Badajoz,Banco Sabadell,-6.9726689,38.8742674
Badajoz,Caja Rural de Extremadura,-6.9711327,38.8731526
Sabadell,BBVA,2.093233,41.560894
Castelldefels,Banco Sabadell,1.9776861,41.280193
Gijón/Xixón,Banco Santander,-5.6576928,43.5399463
Oviedo / Uviéu,Caja Rural,-5.8448338,43.3692246
Oviedo / Uviéu,BBVA,-5.8385058,43.36902
Oviedo / Uviéu,Unicaja Banco,-5.8379916,43.3704625
Trubia,Banco Santander,-5.9717315,43.3448897
Oviedo / Uviéu,Unicaja Banco,-5.8479964,43.363499
Oviedo / Uviéu,Caixabank,-5.8482807,43.3635731
Oviedo,Bankinter,-5.8518951,43.3645489
Oviedo / Uviéu,ING,-5.8466712,43.3639913
Oviedo / Uviéu,Triodos Bank,-5.8486488,43.3603599
Madrid,Unicaja Banco,-3.6771222,40.4246989
Madrid,Caixabank,-3.6378837,40.4044818
Mugardos,Banco Santander,-8.2560576,43.4599149
Ares,Banco Pastor,-8.2444059,43.4275423
Ramales de la Victoria,Unicaja Banco,-3.4642091,43.2560209
Buenavista del Norte,Cajasiete,-16.8507681,28.3712982
Villadiego,Caja Viva-Caja Rural,-4.0105871,42.5154577
Móstoles,Caixabank,-3.8745079,40.3274742
Huétor Tájar,Caixabank,-4.0465143,37.1967362
Bilbao,Kutxabank,-2.9352982,43.2579415
Pravia,Unicaja Banco,-6.1127587,43.4893497
Pola de Allande / La Puela,Unicaja Banco,-6.6121999,43.2715927
Morea/Moreda,Unicaja Banco,-5.7379752,43.1693834
Sotrondio,Unicaja Banco,-5.6039918,43.2748456
Oviedo/Uviéu,Unicaja Banco,-5.8585607,43.356225
Gijón/Xixón,Unicaja Banco,-5.6610138,43.5332864
San Juan De La Arena,Unicaja Banco,-6.0758762,43.5586444
Riosa,Unicaja Banco,-5.879165,43.2331482
Gijón/Xixón,Unicaja Banco,-5.6565191,43.5360213
Gijón/Xixón,Unicaja Banco,-5.6722707,43.5374219
Oviedo / Uviéu,Unicaja Banco,-5.8448442,43.3677164
Lugones/Llugones,Unicaja Banco,-5.811006,43.4001532
Gijón/Xixón,Unicaja Banco,-5.6698368,43.5259505
Tineo/Tinéu,Unicaja Banco,-6.4164024,43.3352049
Gijón/Xixón,CajAstur,-5.7114135,43.5253521
Posada de Llanera,Unicaja Banco,-5.8520623,43.4404686
Gijón/Xixón,Unicaja Banco,-5.6657513,43.5327945
Gijón/Xixón,Unicaja Banco,-5.6772313,43.5258023
Alpedrete,Caixabank,-4.0260135,40.6600861
Alpedrete,BBVA,-4.0244256,40.6573682
Alpedrete,Banco Santander,-4.0246602,40.6579247
Alpedrete,Banco Santander,-4.0238195,40.6592008
Cehegín,Caixabank,-1.7985415,38.0928243
Cehegín,BBVA,-1.7986984,38.0922136
Cudillero / Cuideiru,Unicaja Banco,-6.1481597,43.5614169
Arriondas / Les Arriondes,Unicaja Banco,-5.1865126,43.3894935
Oviedo / Uviéu,Unicaja Banco,-5.8433713,43.356928
Gijón/Xixón,CajAstur,-5.6925313,43.505581
Gijón/Xixón,Unicaja Banco,-5.6965556,43.5414753
Oviedo,Unicaja Banco,-5.7972924,43.3773893
Oviedo / Uviéu,Unicaja Banco,-5.8450132,43.3590286
Gijón/Xixón,Unicaja Banco,-5.6712709,43.5304684
Cangas de Onís / Cangues d'Onís,Unicaja Banco,-5.1310819,43.3507721
Mieres del Camino,Unicaja Banco,-5.7789774,43.2492877
Gijón/Xixón,Unicaja Banco,-5.6659678,43.5369919
Samartín,Unicaja Banco,-6.0962746,43.1620299
Langreo/Llangréu,Unicaja Banco,-5.6833598,43.2957728
Avilés,Unicaja Banco,-5.9321105,43.5591142
Gijón/Xixón,Unicaja Banco,-5.6487553,43.5318943
Cabañaquinta,Unicaja,-5.6242639,43.1619458
Tiuya / Tuilla,CajAstur,-5.6437025,43.3277383
Gijón/Xixón,Liberbank,-5.7024449,43.5397367
Ribadesella / Ribeseya,Banco Santander,-5.0583753,43.4623377
Gijón/Xixón,Unicaja Banco,-5.6422573,43.5347893
Gijón/Xixón,CajAstur,-5.6684761,43.5221997
Piedras Blancas,Unicaja Banco,-5.9744877,43.5603877
A Caridá,Liberbank,-6.8284576,43.5505475
Gijón/Xixón,Unicaja Banco,-5.6633425,43.5295073
Avilés,Liberbank,-5.9231886,43.555936
Gijón/Xixón,Liberbank,-5.6979093,43.5375443
Oviedo / Uviéu,Unicaja Banco,-5.8325778,43.3652658
El Entrego,CajAstur,-5.6375889,43.2875066
Nava,Unicaja Banco,-5.5063857,43.358666
Gijón/Xixón,CajAstur,-5.6698477,43.5350279
Gijón/Xixón,Unicaja Banco,-5.6480062,43.5394704
Mieres,Unicaja Banco,-5.7736923,43.2500626
Lluanco/Luanco,Unicaja Banco,-5.7928054,43.6147021
La Pola de Siero/La Pola Siero,Unicaja Banco,-5.6621689,43.3918166
Infiesto/L'Infiestu,CajAstur,-5.3648591,43.3491302
Gijón/Xixón,Unicaja Banco,-5.6796564,43.5258169
Pola de Somiedo,Caja Rural,-6.25651,43.0926373
Gijón/Xixón,Liberbank,-5.7057496,43.5373329
Campumanes,Unicaja Banco,-5.8186769,43.1055313
Aldeamayor de San Martín,Cajamar,-4.6406647,41.5118456
Aldeamayor de San Martín,Caixabank,-4.6383454,41.5131163
Gijón/Xixón,Unicaja Banco,-5.6744771,43.531541
Uviéu/Oviedo,Unicaja Banco,-5.866196,43.3681044
Oviedo/Uviéu,Unicaja Banco,-5.8604686,43.3639611
Gijón/Xixón,Unicaja Banco,-5.6531618,43.5373464
Navia,Unicaja Banco,-6.7246969,43.5402305
Gijón/Xixón,Unicaja Banco,-5.6653552,43.521527
A Coruña,Arquia,-8.4068749,43.361274
Lastres/Llastres,Unicaja Banco,-5.2683523,43.5126992
Oviedo,Unicaja Banco,-5.8472758,43.3618232
Oviedo / Uviéu,Unicaja Banco,-5.8481643,43.3575892
Gijón/Xixón,Unicaja Banco,-5.6640474,43.5438772
Getaria,Banco Santander,-2.2054955,43.3029318
Getaria,Laboral Kutxa,-2.2052467,43.302966
Getaria,Kutxabank,-2.2046346,43.3027721
Pola de Lena,Banco Sabadell,-5.8295037,43.1597926
Pola de Lena,Unicaja Banco,-5.8292816,43.1595422
Luanco / Lluanco,Caja Rural,-5.7944156,43.6137379
Madrid,BBVA,-3.654986,40.4419923
Madrid,Banco Santander,-3.6543972,40.4421959
Alcudia de Guadix,Caixabank,-3.0995385,37.2597123
Vitoria-Gasteiz,Banco Gallego,-2.6678834,42.8456902
Vitoria-Gasteiz,Kutxabank,-2.6672969,42.8456075
Vitoria-Gasteiz,Unicaja Banco,-2.6689087,42.8457815
Vilanova de Arosa,BBVA,-8.8276223,42.5613887
Vilagarcía de Arousa,Caixabank,-8.7577521,42.593966
Alcúdia,Caixabank,3.1220186,39.8533813
Jaén,Banco Santander,-3.7891405,37.7708666
Jaén,Caixabank,-3.7885521,37.7705583
Madrid,BBVA,-3.7018386,40.3864811
Madrid,Caixabank,-3.7034253,40.3860283
Madrid,Banco Santander,-3.7032103,40.3860235
Hervás,Unicaja Banco,-5.8586612,40.273373
Hervás,Banco Santander,-5.859144,40.2736849
Hervás,Caixabank,-5.8599387,40.2730731
Madrid,Caixabank,-3.7034333,40.3862008
Sevilla,Caixabank,-6.0013753,37.3899351
Cehegín,Banco Santander,-1.7984055,38.0926057
Boal/Bual,Caja Rural,-6.819489,43.4281841
Boal/Bual,Banco Sabadell,-6.8203698,43.4277629
Boal/Bual,BBVA,-6.819669,43.4279832
Boal/Bual,Unicaja Banco,-6.8182677,43.4284712
Madrid,BBVA,-3.7057353,40.4921672
Madrid,Banco Santander,-3.7066776,40.4923
Sitges,BBVA,1.8086919,41.2363403
Madrid,BBVA,-3.6934118,40.4031976
Antequera,Cajamar,-4.5625115,37.0189784
Antequera,Caja Rural,-4.561222,37.018097
Ròtova,Caixabank,-0.2572926,38.9326236
Torredelcampo,BBVA,-3.8979422,37.7713631
Torredelcampo,Caixabank,-3.8983802,37.7716408
Torredelcampo,Unicaja Banco,-3.8986023,37.7716471
Torredelcampo,Banco Santander,-3.8974958,37.7710947
Torredelcampo,Caixabank,-3.8978166,37.7712799
Villanueva del Trabuco,Unicaja Banco,-4.3376377,37.0287368
Barcelona,Caixabank,2.1456046,41.3850052
San Pedro de Alcántara,Banco Santander,-4.9891758,36.4834623
Granada,Banco Santander,-3.6076262,37.1859789
València,Banco Santander,-0.3687289,39.4716596
València,Triodos Bank,-0.3678626,39.4724345
València,BBVA,-0.3471236,39.4732686
Badajoz,Banco Santander,-6.9723876,38.8750898
Badajoz,Unicaja Banco,-6.9725949,38.874575
Palma,Caixabank,2.6367805,39.5792935
Palma,Caixabank,2.6399581,39.5781275
Madrid,Banco Santander,-3.714206,40.4388743
Madrid,ING,-3.7048901,40.4045323
Madrid,BBVA,-3.6741231,40.406883
Madrid,Banco Santander,-3.6796314,40.4076276
Madrid,Banco Santander,-3.6695664,40.4175539
Madrid,Ibercaja,-3.6702245,40.4096025
Huétor Tájar,BBVA,-4.0466002,37.194576
Huétor Tájar,Unicaja Banco,-4.0472887,37.1960808
Granada,CajaSur,-3.6058976,37.1705798
Granada,CajaSur,-3.6274351,37.1894114
Rianxo,Abanca,-8.8253034,42.6743759
Rianxo,Banco Pastor,-8.8248411,42.674012
Negreira,Banco Santander,-8.7364124,42.9097095
Negreira,Abanca,-8.7370621,42.9100185
Negreira,Banco Sabadell,-8.737072,42.910933
Bertamiráns,BBVA,-8.6568366,42.8581345
Rianxo,Abanca,-8.8188487,42.6521246
el Verger,Cajamar,0.0104953,38.8451316
Bilbao,Kutxabank,-2.9459711,43.2717373
Bilbao,BBVA,-2.946614,43.2717549
Bilbao,Abanca,-2.9460789,43.2711696
Bilbao,Rural Kutxa,-2.9463064,43.2717495
Burgos,Banco Santander,-3.6679797,42.3492949
Burgos,Caja Rural,-3.6652512,42.3498981
Madrid,Bankinter,-3.7117841,40.4246975
Alhaurín de la Torre,Cajamar,-4.5639614,36.6603957
Alhaurín de la Torre,CajaSur,-4.5625479,36.6600321
Alhaurín de la Torre,Caixabank,-4.5626874,36.6600558
Alhaurín de la Torre,BBVA,-4.5595519,36.6605679
Navacerrada,Banco Santander,-4.01731,40.7280451
Campanillas,Cajamar,-4.5435159,36.7270645
Madrid,Banco Santander,-3.7077648,40.4216695
Antas de Ulla,Caixa Rural Galega,-7.8909394,42.7821238
Santander,Renta4Banco,-3.8091115,43.460251
Santander,Cajamar,-3.8036178,43.4635122
Santander,Caixabank,-3.8157273,43.4613178
Toledo,Caixabank,-4.0211665,39.8586672
Toledo,Unicaja Banco,-4.0217921,39.8595409
Toledo,Banco Santander,-4.0220262,39.8594453
Toledo,BBVA,-4.0221719,39.8593639
Madrid,BBVA,-3.6938857,40.4595504
Campillos,Banco Santander,-4.8633861,37.0472814
Antequera,Cajamar,-4.558484,37.0195441
Fuente de Piedra,Cajamar,-4.7303457,37.1356513
Villanueva del Trabuco,Cajamar,-4.3385535,37.0277748
Villanueva del Trabuco,Caixabank,-4.3383638,37.0283088
Toledo,Unicaja Banco,-4.0269242,39.8656702
Toledo,Unicaja Banco,-4.0360028,39.87392
Toledo,Unicaja Banco,-4.0352108,39.8759363
Toledo,Unicaja Banco,-4.036522,39.8783823
Toledo,Unicaja Banco,-4.0273796,39.8725007
Toledo,Unicaja Banco,-4.0315818,39.8670487
Toledo,Unicaja Banco,-3.9742648,39.8843043
Toledo,Unicaja Banco,-3.95288,39.8648116
San Fernando,Bankiner,-6.2045431,36.4620653
San Fernando,Caixabank,-6.2050684,36.4620468
Toledo,BBVA,-3.9460602,39.8674067
Fuensalida,BBVA,-4.2086188,40.0520568
Fuensalida,Caixabank,-4.2085624,40.0519767
Madrid,Caixabank,-3.6482167,40.407043
Castillo de Locubín,Caja Rural de Jaén,-3.9420635,37.5271352
Castillo de Locubín,Unicaja Banco,-3.9411509,37.526646
Churriana,Banco Santander,-4.5044173,36.6618457
Churriana,BBVA,-4.5040193,36.6617587
Churriana,Caja Rural,-4.5027391,36.6614829
Antequera,Banco Santander,-4.5630299,37.0196004
Toledo,Eurocaja Rural,-4.0359171,39.8789117
Toledo,Eurocaja Rural,-4.0352591,39.8729973
Toledo,Caixabank,-4.0354858,39.8729887
Toledo,Caixabank,-4.0299066,39.8668287
Toledo,Caixabank,-4.0288054,39.8729965
Toledo,Caixabank,-4.0209878,39.8605862
Toledo,Eurocaja Rural,-4.0006425,39.860671
Toledo,Caixabank,-4.0050307,39.8597418
Toledo,Eurocaja Rural,-3.9553777,39.8636258
Toledo,Caixabank,-3.9443117,39.8678072
A Coruña,ING,-8.4024909,43.3690234
Madrid,Banco Santander,-3.6741666,40.4260123
Madrid,Abanca,-3.6798695,40.4262099
Sierra de Yeguas,Cajamar,-4.8682906,37.1250253
Sierra de Yeguas,Banco Santander,-4.867781,37.1239175
Écija,Banco Santander,-5.0795218,37.5413773
Daimiel,Banco Santander,-3.6128894,39.0687924
Daimiel,Banco Santander,-3.6124952,39.0696055
Daimiel,Unicaja Banco,-3.6128081,39.0696106
Madrid,BBVA,-3.7082201,40.421942
Toledo,Bankinter,-4.0217009,39.8599074
Toledo,Banco Santander,-4.0214207,39.8598258
Madrid,Banco Sabadell,-3.7110264,40.3956921
Madrid,Banco Sabadell,-3.7074627,40.4209992
Madrid,Caixabank,-3.7143826,40.4365478
Madrid,Caixabank,-3.7087835,40.4306015
Madrid,Banco Santander,-3.7088664,40.433862
Madrid,Banco Santander,-3.7142337,40.435443
Madrid,Caixabank,-3.7139544,40.3814156
Zizur Mayor/Zizur Nagusia,Caja Rural,-1.693461,42.7867549
Madrid,Caixabank,-3.6687849,40.4206045
Madrid,BBVA,-3.7053699,40.4148828
Níjar,Banesto,-2.207357,36.9658426
Candás,BBVA,-5.7659786,43.5892883
Candás,Banco Sabadell,-5.7662496,43.5895903
Candás,Caja Rural,-5.7664764,43.5896154
Gijón/Xixón,Caja Rural de Gijón,-5.6676764,43.5277806
Gijón/Xixón,Banco Sabadell,-5.6680536,43.5374879
Gijón/Xixón,Banco Santander,-5.6689418,43.5263051
El Ejido,Cajamar,-2.8114703,36.7724562
El Ejido,Cajamar,-2.8017042,36.7679894
Bilbao,Caixabank,-2.9351423,43.2583987
Cáceres,Unicaja Banco,-6.3795858,39.4572811
Pola de Lena,Caixabank,-5.8290942,43.158613
Yunquera de Henares,Caja Rural,-3.1654526,40.7531056
Toledo,Banco Santander,-4.0211907,39.8587494
Toledo,Kutxabank,-4.0309493,39.866556
Toledo,Banco Santander,-4.0310222,39.8667019
Toledo,Banco Santander,-4.029474,39.8738872
Barcelona,BBVA,2.140481,41.4121693
Escalonilla,Caja Rural,-4.349104,39.9254732
Lugo,BBVA,-7.5599781,43.0163152
Lugo,Banco Santander,-7.5597239,43.0163139
Lugo,BBVA,-7.5624076,43.0193365
Lugo,Caixabank,-7.5627995,43.0201528
Lugo,Abanca,-7.5620063,43.0191855
Lugo,SabadellGallego,-7.5627275,43.0197401
Fuenmayor,Caixabank,-2.5625412,42.4665226
Fuenmayor,Caja Rural de Aragón,-2.5624554,42.4665582
Madrid,Caixabank,-3.7018191,40.4870406
Luanco / Lluanco,BBVA,-5.7929841,43.6153856
A Coruña,Banco Santander,-8.4050128,43.3420239
Nambroca,Unicaja Banco,-3.9447749,39.7990188
Toledo,Banco Santander,-4.0270457,39.8707012
Toledo,Banco Santander,-4.0294966,39.8669251
Toledo,Banco Santander,-4.036223,39.8725448
Toledo,Banco Santander,-4.0411953,39.8638721
Toledo,Eurocaja Rural,-4.0271336,39.87084
Toledo,Globalcaja,-4.0274186,39.8712565
Moreda,Caixabank,-3.3309061,37.4393413
Montalbán de Córdoba,Caixabank,-4.749634,37.5826272
Toledo,Banco Santander,-4.0249564,39.8690729
Toledo,Caixabank,-4.0257911,39.8689391
Madrid,Caixabank,-3.7078082,40.4176582
Ocaña,Banco Santander,-3.4988423,39.9579185
Ocaña,Caixabank,-3.4993695,39.9573494
Ocaña,Unicaja Banco,-3.5001393,39.9571232
Bárzana,Unicaja Banco,-5.9735155,43.1592298
Algeciras,Unicaja Banco,-5.4486058,36.1321657
Algeciras,Caixabank,-5.4482499,36.1314136
Algeciras,Caixabank,-5.4497923,36.1340733
Peal de Becerro,Banco Santander,-3.120445,37.9135886
Cercedilla,BBVA,-4.0560209,40.7411991
Cercedilla,Caixabank,-4.0556994,40.7411695
Peal de Becerro,Caixabank,-3.1213112,37.9135639
Peal de Becerro,Unicaja Banco,-3.1213706,37.913558
Jódar,Caixabank,-3.3526708,37.8383836
Madrid,Caixabank,-3.6909727,40.4256306
Madrid,Bankinter,-3.6756962,40.4274024
A Coruña,BBVA,-8.3977965,43.3751368
Barcelona,Caixabank,2.2083679,41.4072814
Cazorla,Unicaja,-3.002825,37.9124818
Cazorla,Unicaja Banco,-3.0030355,37.9126795
Salas,BBVA,-6.2597128,43.4087705
Madrid,Banco Santander,-3.6225488,40.3966402
Madrid,Caixabank,-3.6220084,40.3978953
Madrid,BBVA,-3.6225435,40.3983728
Madrid,Banco Santander,-3.6543817,40.4390874
Villarrubia de los Ojos,Banco Santander,-3.6065393,39.2176291
Daimiel,Caixabank,-3.6123737,39.0698077
Daimiel,Globalcaja,-3.6129342,39.0680128
Daimiel,BBVA,-3.6129876,39.0682806
Colunga,Caja Rural,-5.2693358,43.4851631
Villafranca de los Barros,Unicaja Banco,-6.3407948,38.5606532
Villafranca de los Barros,Caixabank,-6.3427531,38.5616152
Villafranca de los Barros,Banco Santander,-6.339895,38.5605599
Villafranca de los Barros,Ibercaja,-6.3409575,38.5613633
Madrid,Kutxabank,-3.7080645,40.4210457
Pantoja,Banco Santander,-3.8351768,40.0441722
Valladolid,Caja Rural,-4.7260415,41.6476222
Cambados,Abanca,-8.8104402,42.5294999
Cazorla,CajaSur,-3.002859,37.9122713
Cazorla,Caja Rural,-3.0028333,37.9113295
Cazorla,Banco Santander,-3.0026595,37.9106896
Borox,Unicaja Banco,-3.7388408,40.0690553
Borox,Caja Rural,-3.7388531,40.0692339
Jerez de la Frontera,Banco Santander,-6.1373153,36.6815078
Santiago de Compostela,Abanca,-8.5548537,42.8688259
Salamanca,ING,-5.6625033,40.9622404
Fuenteguinaldo,Banco Santander,-6.6758635,40.4290715
Fuenteguinaldo,Unicaja Banco,-6.6754662,40.4287584
Santo Tomé,Banco Santander,-3.1007469,38.0284668
Madrid,Banco Santander,-3.692349,40.4594634
Madrid,Globalcaja,-3.6918056,40.4596137
Bescanó,Banco Santander,2.736653,41.9666107
Fuenmayor,Banco Santander,-2.5630719,42.4666349
Badalona,Caixabank,2.2455824,41.4436756
Salamanca,Caixabank,-5.6506879,40.9681865
Grandas de Salime,Caja Rural,-6.8757689,43.2182234
Lominchar,Caja Rural,-3.9669266,40.0902095
Ribadesella / Ribeseya,Unicaja Banco,-5.0580935,43.4625205
Churra,Caixabank,-1.1356269,38.0230905
Churra,Cajamar,-1.1357476,38.021931
Móstoles,Novanca,-3.869124,40.3178849
Móstoles,Novanca,-3.8665618,40.3231003
Bembibre,Abanca,-6.4184171,42.616032
Madrid,Banco Santander,-3.6557455,40.4319296
Móstoles,Unicaja Banco,-3.8668887,40.3214245
Fuenlabrada,Kutxabank,-3.7967789,40.2928754
Soto de la Marina,Banco Santander,-3.8950049,43.4664044
Madrid,BBVA,-3.6510472,40.4051729
Madrid,Abanca,-3.6513664,40.4052587
Madrid,Caixabank,-3.6512886,40.4046143
A Coruña,Banco Santander,-8.4039173,43.3548703
Madrid,Ibercaja,-3.6495488,40.4050366
Madrid,Cajamar,-3.6512768,40.4064767
Madrid,Unicaja Banco,-3.6510783,40.4061989
Madrid,Banco Santander,-3.650684,40.4060376
Madrid,Bankinter,-3.6500752,40.406009
Madrid,Banco Santander,-3.6473105,40.4074063
Madrid,BBVA,-3.6493918,40.4065557
Madrid,Caixabank,-3.6430776,40.4034792
Madrid,Banco Santander,-3.6443946,40.4032126
Madrid,Caixabank,-3.7107507,40.4578134
Madrid,Banco Santander,-3.6517498,40.4103755
Ponferrada,Caixabank,-6.6076537,42.556013
Ponferrada,Caja Madrid,-6.6054084,42.5535359
Fuengirola,Caixabank,-4.6138987,36.5545934
Sant Adrià del Besós,Banco Santander,2.2019513,41.4346389
Sant Adrià del Besós,Banco Santander,2.2058414,41.4363787
Madrid,Banco Santander,-3.6533824,40.4077247
Madrid,Caixabank,-3.6529867,40.408365
Madrid,Caixabank,-3.654123,40.4104876
Madrid,Caixabank,-3.6416902,40.4098615
Valldemossa,Caixabank,2.6216111,39.7101711
Valldemossa,Banca March,2.6224046,39.7101052
Madrid,Ibercaja,-3.7050379,40.431158
Madrid,Cajamar,-3.705838,40.4300494
Errenteria,Banco Sabadell,-1.9025605,43.3142199
Madrid,Caixabank,-3.6313321,40.4027063
Madrid,BBVA,-3.6313428,40.4029085
Benidorm,Caixabank,-0.1204908,38.5366547
Torrevieja,Banco Sabadell,-0.6754701,37.9798375
Sevilla,Caixabank,-6.0089281,37.3809656
Sámano,Banco Santander,-3.2310496,43.3580326
Madrid,Aresbank,-3.6876214,40.4746778
Madrid,BBVA,-3.6361477,40.4080146
Madrid,Caixabank,-3.6368142,40.4075714
Santolaya-Morcín,Caja Rural,-5.8789446,43.2805795
Soraluze - Placencia de Las Armas,Kutxabank,-2.4133569,43.1752349
Soraluze - Placencia de Las Armas,Laboral Kutxa,-2.4129063,43.1736544
